PercentageOfFileAPICalls,PercentageOfUniqueFiles,PercentageOfUniqueFileLocations,PercentageOfUniqueFileExtensions,PercentageOfPotentialCustomExtensions,PercentageOfRansomwareExtensions,PercentageOfFileExtensionsDocuments,PercentageOfFileExtensionsImages,PercentageOfFileExtensionsVideos,PercentageOfFileExtensionsAudio,PercentageOfFileExtensionsDatabase,PercentageOfFileExtensionsArchives,PercentageOfFileExtensionsExecutables,PercentageOfFileExtensionsSystem,PercentageOfFileExtensionsBackup,PercentageOfFileExtensionsEmail,PercentageOfFileExtensionsVMImages,PercentageOfFileExtensionsGames,PercentageOfFileExtensionsDevelopment,APICallsPerSecond,label
1,92,92,25,8,13,0,0,0,0,0,0,92,0,0,0,0,0,0,5050,1
2,100,100,100,0,14,0,0,0,0,0,0,100,0,0,0,0,0,0,5739,1
1,76,76,24,18,12,0,0,0,0,0,0,82,0,0,0,0,0,0,11,1
5,60,60,60,50,3,0,0,0,0,0,0,50,0,0,0,0,0,0,637,1
8,64,64,64,45,3,0,0,0,0,0,0,45,9,0,0,0,0,0,141,1
6,60,60,60,50,3,0,0,0,0,0,0,50,0,0,0,0,0,0,134,1
9,64,64,64,45,3,0,0,0,0,0,0,45,9,0,0,0,0,0,101,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2660,1
2,100,100,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,6149,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,100,100,100,0,14,0,0,0,0,0,0,100,0,0,0,0,0,0,73709,1
2,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
78,41,41,1,28,8,8,30,0,0,0,0,30,2,0,0,0,0,1,30,1
83,57,57,1,20,9,8,45,1,0,0,0,22,2,0,0,0,0,2,29,1
67,16,16,0,39,5,18,0,0,0,2,0,1,3,0,0,21,1,15,90,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,57,57,57,29,10,0,0,0,0,0,0,57,0,0,0,0,0,14,2,1
9,57,57,57,29,10,0,0,0,0,0,0,57,0,0,0,0,0,14,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,57,57,57,29,10,14,0,0,0,0,0,57,0,0,0,0,0,0,16,1
7,50,50,50,33,10,0,0,0,0,0,0,67,0,0,0,0,0,0,2,1
9,57,57,57,29,10,0,0,0,0,0,0,57,0,0,0,0,0,14,0,1
10,57,57,57,29,10,14,0,0,0,0,0,57,0,0,0,0,0,0,47,1
14,50,50,50,25,9,0,0,0,0,0,0,62,12,0,0,0,0,0,5,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,1,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,2,1
44,34,34,13,19,2,4,7,0,0,3,0,50,15,0,0,0,2,0,8,1
3,40,40,28,28,5,16,0,0,0,12,0,36,8,0,0,0,0,0,45,1
2,75,75,50,25,11,0,0,0,0,0,0,75,0,0,0,0,0,0,43,1
2,75,75,50,25,11,0,0,0,0,0,0,75,0,0,0,0,0,0,43,1
3,100,100,100,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,36,1
2,75,75,50,25,11,0,0,0,0,0,0,75,0,0,0,0,0,0,43,1
2,75,75,50,25,11,0,0,0,0,0,0,75,0,0,0,0,0,0,43,1
0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1
2,60,60,40,20,11,0,0,0,0,0,0,80,0,0,0,0,0,0,182,1
2,75,75,50,25,11,0,0,0,0,0,0,75,0,0,0,0,0,0,52,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,1,1
2,75,75,50,25,11,0,0,0,0,0,0,75,0,0,0,0,0,0,43,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,13,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,11,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,16,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,139,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,222,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,3,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,10667,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,15,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,8,1
4,35,35,25,35,9,0,0,0,0,0,0,65,0,0,0,0,0,0,10,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,1
7,18,18,9,11,10,2,0,0,0,3,0,68,11,4,0,0,0,0,18,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,50,50,50,33,10,0,0,0,0,0,0,67,0,0,0,0,0,0,21,1
2,44,44,44,22,6,0,0,0,0,0,0,44,0,33,0,0,0,0,2,1
8,50,50,50,33,10,0,0,0,0,0,0,67,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,100,100,100,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,0,1
7,15,15,11,6,4,2,2,0,0,2,0,30,56,1,0,0,0,0,72,1
92,41,41,0,52,2,4,0,0,0,0,0,0,26,0,0,0,0,18,104,1
10,50,50,50,33,10,0,0,0,0,0,0,67,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3208,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,722,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
62,45,45,0,74,3,5,1,0,0,0,0,0,0,0,0,2,0,19,746,1
61,17,17,13,45,5,35,0,0,0,0,0,5,10,4,0,0,0,0,7,1
88,14,14,1,13,11,15,4,0,0,0,0,1,0,1,0,0,0,65,175,1
8,27,27,27,27,0,0,0,0,0,0,0,73,0,0,0,0,0,0,288,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,57,57,57,29,10,0,0,0,0,0,0,57,0,0,0,0,0,14,0,1
25,4,4,3,66,5,0,0,0,0,0,0,34,0,0,0,0,1,0,13,1
13,50,50,50,0,14,50,0,0,0,0,0,50,0,0,0,0,0,0,3,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,10667,1
7,44,44,56,44,6,0,0,0,0,0,0,44,11,0,0,0,0,0,2,1
96,11,11,0,24,10,6,0,0,0,0,0,0,0,0,0,0,0,68,834,1
9,67,67,67,0,10,67,0,0,0,0,0,0,33,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,71,71,71,71,4,0,0,0,0,0,0,29,0,0,0,0,0,0,7,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,47,47,35,18,0,47,0,0,0,18,0,0,18,0,0,0,0,0,42,1
2,55,55,45,27,0,36,0,0,0,27,0,0,9,0,0,0,0,0,33,1
2,55,55,45,27,0,36,0,0,0,27,0,0,9,0,0,0,0,0,23,1
2,55,55,45,27,0,36,0,0,0,27,0,0,9,0,0,0,0,0,42,1
2,55,55,45,27,0,36,0,0,0,27,0,0,9,0,0,0,0,0,29,1
2,55,55,45,27,0,36,0,0,0,27,0,0,9,0,0,0,0,0,43,1
5,25,25,25,0,4,0,0,0,0,0,0,100,0,0,0,0,0,0,5,1
2,55,55,45,27,0,36,0,0,0,27,0,0,9,0,0,0,0,0,32,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
56,24,24,27,14,5,2,0,0,0,0,0,74,11,0,0,0,0,0,57,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10,41,41,35,41,7,0,0,0,0,0,0,53,6,0,0,0,0,0,1,1
7,60,60,44,68,1,0,0,0,0,0,0,28,0,0,0,0,4,0,14,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,57,57,57,29,8,0,0,0,0,0,0,57,14,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,50,50,25,17,7,0,0,0,0,0,0,50,33,0,0,0,0,0,2,1
4,14,14,22,19,4,0,0,0,0,0,0,73,8,0,0,0,0,0,150,1
27,31,31,19,36,4,0,0,0,0,0,0,52,12,0,0,0,0,0,779,1
77,12,12,0,3,14,6,1,0,0,0,0,1,0,0,0,0,0,89,137,1
27,27,27,34,12,5,5,5,0,0,0,0,64,14,0,0,0,0,0,9,1
70,52,52,18,42,3,1,2,0,0,0,0,39,11,2,0,0,0,2,9,1
23,13,13,9,20,4,3,0,0,0,0,0,73,4,0,0,0,0,0,342,1
1,38,38,38,25,11,0,0,0,0,0,0,75,0,0,0,0,0,0,17,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,57,57,57,43,8,0,0,0,0,0,0,57,0,0,0,0,0,0,16,1
6,38,38,14,50,4,0,0,0,0,2,0,28,12,7,0,0,1,0,74,1
65,13,13,0,5,13,9,1,0,0,0,0,0,0,0,0,0,0,85,163,1
6,39,39,16,49,3,0,0,0,0,2,0,29,12,7,0,0,1,0,88,1
1,57,57,57,43,8,0,0,0,0,0,0,57,0,0,0,0,0,0,6,1
73,20,20,9,21,3,66,0,0,0,0,0,5,7,0,0,0,0,0,32,1
4,40,40,4,85,1,0,0,0,0,0,0,11,3,0,0,0,0,0,75,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,1
8,30,30,21,8,8,0,0,0,0,8,0,55,26,4,0,0,0,0,538,1
6,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,1057,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,10667,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,1367,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,2,1
8,53,53,29,6,5,0,0,0,0,0,0,71,24,0,0,0,0,0,82,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,5,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,50,50,50,33,10,0,0,0,0,0,0,67,0,0,0,0,0,0,52,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16,30,30,19,7,11,0,4,0,0,0,0,74,15,0,0,0,0,0,22,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,50,50,67,67,5,0,0,0,0,0,0,33,0,0,0,0,0,0,49,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,50,50,67,67,5,0,0,0,0,0,0,33,0,0,0,0,0,0,49,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,50,50,50,25,11,0,0,0,0,0,0,75,0,0,0,0,0,0,13,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,33,33,17,0,14,0,0,0,0,0,0,100,0,0,0,0,0,0,15,0
7,37,37,15,15,7,0,0,0,0,0,0,67,19,0,0,0,0,0,101,0
8,25,25,1,23,10,0,0,0,0,2,0,73,1,0,0,0,0,0,507,0
14,11,11,6,2,3,0,6,0,0,2,0,22,61,7,0,0,0,0,857,0
14,9,9,4,1,3,0,9,0,0,2,0,20,45,24,0,0,0,0,68,0
5,16,16,4,8,6,0,30,0,0,0,0,17,44,0,0,0,0,0,34,0
6,12,12,3,17,7,6,0,0,0,3,1,61,10,0,0,0,2,0,279,0
7,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,179,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,258,1
40,0,0,0,0,0,0,0,0,0,0,0,98,1,0,0,0,0,0,208,0
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,82,1
82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,649,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,251,1
8,50,50,50,33,10,0,0,0,0,0,0,67,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11407,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,51,1
1,100,100,100,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,5,1
23,6,6,2,1,5,8,9,0,0,1,0,30,33,19,0,0,0,0,899,0
66,14,14,1,37,9,0,2,0,0,0,0,39,0,0,0,22,0,0,776,1
68,2,2,0,2,8,1,1,0,0,0,0,54,6,35,0,0,0,1,1262,0
62,2,2,1,39,3,0,1,0,0,0,0,20,4,35,0,0,0,0,1073,0
24,10,10,4,20,3,2,10,0,0,1,0,18,34,13,0,0,0,1,1041,0
24,6,6,2,1,5,4,10,0,0,1,0,28,40,15,0,0,0,0,1303,0
77,6,6,0,17,7,16,14,0,0,0,0,14,0,17,0,0,0,21,1711,0
53,5,5,0,1,4,41,4,0,0,0,0,29,1,25,0,0,0,0,1363,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,62,62,62,38,9,0,0,0,0,0,0,62,0,0,0,0,0,0,9,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,745,1
0,18,18,35,47,3,0,0,0,0,0,0,53,0,0,0,0,0,0,354,1
1,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1
10,60,60,60,20,0,60,0,0,0,0,0,0,20,0,0,0,0,0,148,1
3,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25,25,25,15,2,9,0,2,0,0,5,0,65,23,3,0,0,0,0,883,0
58,17,17,2,46,8,0,0,0,0,0,0,54,0,0,0,0,0,0,32,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,688,1
28,7,7,2,1,8,4,17,0,0,0,0,48,6,25,0,0,0,0,1224,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,1
79,13,13,1,33,9,0,2,0,0,0,0,41,0,0,0,24,0,0,486,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,60,60,60,20,0,60,0,0,0,0,0,0,20,0,0,0,0,0,26,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,331,1
50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9352,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,429,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,429,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,291,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,469,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,309,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,429,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,405,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,468,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,514,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,382,1
59,26,26,3,0,9,73,0,9,0,0,0,11,1,0,0,0,0,6,75,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
59,24,24,6,1,11,51,0,16,0,0,0,19,2,0,0,0,0,11,53,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
60,25,25,7,1,11,50,0,15,0,0,0,21,2,0,0,0,0,11,50,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
59,27,27,4,1,9,71,0,10,0,0,0,12,1,0,0,0,0,6,72,1
48,48,48,13,3,14,6,0,0,0,0,0,71,0,0,0,0,0,19,57,1
57,24,24,7,1,11,50,0,15,0,0,0,20,2,0,0,0,0,12,55,1
12,36,36,43,36,7,0,0,0,0,0,0,50,7,0,0,0,7,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17,80,80,1,12,12,1,0,0,0,0,0,1,0,0,0,7,1,78,73,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
95,5,5,2,2,13,92,0,0,0,0,0,1,2,1,0,0,2,0,3493,1
11,50,50,50,33,10,0,0,0,0,0,0,67,0,0,0,0,0,0,45,1
7,50,50,50,33,10,0,0,0,0,0,0,67,0,0,0,0,0,0,0,1
7,50,50,50,33,10,0,0,0,0,0,0,67,0,0,0,0,0,0,0,1
3,28,28,6,2,9,2,3,0,0,3,0,76,14,0,0,0,0,0,39,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,50,50,50,33,10,0,0,0,0,0,0,67,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,28,28,6,2,9,2,3,0,0,3,0,76,14,0,0,0,0,0,37,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,28,28,6,2,9,2,3,0,0,3,0,76,13,0,0,0,0,0,112,1
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,1
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,1
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,1
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1
7,50,50,25,17,7,0,0,0,0,0,0,50,33,0,0,0,0,0,287,1
7,50,50,25,17,7,0,0,0,0,0,0,50,33,0,0,0,0,0,305,1
6,54,54,31,23,7,0,0,0,0,0,0,46,31,0,0,0,0,0,212,1
5,50,50,25,17,7,0,0,0,0,0,0,50,33,0,0,0,0,0,430,1
7,50,50,25,17,7,0,0,0,0,0,0,50,33,0,0,0,0,0,359,1
7,50,50,25,17,7,0,0,0,0,0,0,50,33,0,0,0,0,0,308,1
7,50,50,25,17,7,0,0,0,0,0,0,50,33,0,0,0,0,0,303,1
6,54,54,31,23,7,0,0,0,0,0,0,46,31,0,0,0,0,0,165,1
34,9,9,6,4,14,83,0,0,0,0,0,13,0,0,0,0,0,0,1,1
67,5,5,10,0,14,0,0,0,0,0,0,95,5,0,0,0,0,0,883,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
75,14,14,1,36,9,1,2,0,0,0,0,39,0,0,0,22,0,0,1134,1
68,5,5,10,0,14,0,0,0,0,0,0,95,5,0,0,0,0,0,733,1
7,50,50,50,33,10,0,0,0,0,0,0,67,0,0,0,0,0,0,0,1
2,55,55,45,9,10,0,0,0,0,0,0,73,18,0,0,0,0,0,12,1
3,60,60,60,20,9,0,0,0,0,0,0,60,20,0,0,0,0,0,100,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,342,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3258,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,117,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,206,1
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,1
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,1
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,368,1
30,27,27,2,14,1,1,0,0,0,0,0,4,80,0,0,0,0,0,73,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,274,1
4,28,28,15,6,9,8,0,0,0,5,0,59,22,0,0,0,0,0,20,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,331,1
3,32,32,32,28,10,0,0,0,0,0,0,72,0,0,0,0,0,0,3,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,291,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,321,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,213,1
11,50,50,25,12,9,0,0,0,0,0,0,62,25,0,0,0,0,0,4,1
2,44,44,24,32,6,4,4,0,0,4,0,44,11,0,0,0,1,0,122,1
74,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,448,1
17,31,31,19,44,8,56,0,0,0,0,0,0,0,0,0,0,0,0,27,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,112,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,234,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,210,1
