PercentageOfFileAPICalls,PercentageOfUniqueFiles,PercentageOfUniqueFileLocations,PercentageOfUniqueFileExtensions,PercentageOfPotentialCustomExtensions,PercentageOfRansomwareExtensions,PercentageOfFileExtensionsDocuments,PercentageOfFileExtensionsImages,PercentageOfFileExtensionsVideos,PercentageOfFileExtensionsAudio,PercentageOfFileExtensionsDatabase,PercentageOfFileExtensionsArchives,PercentageOfFileExtensionsExecutables,PercentageOfFileExtensionsSystem,PercentageOfFileExtensionsBackup,PercentageOfFileExtensionsEmail,PercentageOfFileExtensionsVMImages,PercentageOfFileExtensionsGames,PercentageOfFileExtensionsDevelopment,APICallsPerSecond,label
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,385,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,400,1
13,17,17,9,9,11,0,0,0,0,0,0,78,12,0,0,0,0,0,349,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,400,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,181,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,418,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,369,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,436,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,400,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13,29,29,18,12,11,0,0,0,0,0,0,76,12,0,0,0,0,0,347,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,417,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,300,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,400,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,320,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,417,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,229,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,342,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,436,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,437,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,418,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,418,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,436,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,456,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,437,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,223,1
9,75,75,75,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,457,1
7,1,1,1,56,4,0,0,0,0,0,0,28,16,0,0,0,0,0,211,1
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,1
16,50,50,50,0,14,0,0,0,0,0,0,100,0,0,0,0,0,0,63,1
2,100,100,100,0,14,0,0,0,0,0,0,100,0,0,0,0,0,0,13871,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16,50,50,50,0,14,0,0,0,0,0,0,100,0,0,0,0,0,0,47,1
1,92,92,25,8,13,0,0,0,0,0,0,92,0,0,0,0,0,0,6740,1
2,100,100,100,0,14,0,0,0,0,0,0,100,0,0,0,0,0,0,5617,1
1,91,91,18,9,13,0,0,0,0,0,0,91,0,0,0,0,0,0,19466,1
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,1
1,73,73,13,7,13,0,0,0,0,0,0,93,0,0,0,0,0,0,3104,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16,50,50,50,0,14,0,0,0,0,0,0,100,0,0,0,0,0,0,63,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16,50,50,50,0,14,0,0,0,0,0,0,100,0,0,0,0,0,0,31,1
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3937,1
7,1,1,1,56,4,0,0,0,0,0,0,28,16,0,0,0,0,0,204,1
16,50,50,50,0,14,0,0,0,0,0,0,100,0,0,0,0,0,0,50,1
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1
2,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,1
74,19,19,1,40,7,9,28,2,0,0,0,2,3,0,0,1,0,14,238,1
3,50,50,50,33,10,0,0,0,0,0,0,67,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,1
3,50,50,50,33,10,0,0,0,0,0,0,67,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,1
0,25,25,6,2,9,1,6,0,0,0,0,77,14,0,0,0,0,0,8536,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
75,19,19,1,34,7,13,26,1,0,0,0,2,8,0,0,1,1,15,746,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4032,1
1,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379,1
2,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7000,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,100,100,75,0,11,0,25,0,0,0,0,75,0,0,0,0,0,0,3322,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,71,71,71,71,4,0,0,0,0,0,0,29,0,0,0,0,0,0,12463,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
2,75,75,50,25,11,0,0,0,0,0,0,75,0,0,0,0,0,0,60,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,60,60,40,20,11,0,0,0,0,0,0,80,0,0,0,0,0,0,306,1
2,75,75,50,25,11,0,0,0,0,0,0,75,0,0,0,0,0,0,61,1
2,75,75,50,25,11,0,0,0,0,0,0,75,0,0,0,0,0,0,62,1
2,75,75,50,25,11,0,0,0,0,0,0,75,0,0,0,0,0,0,62,1
2,75,75,50,25,11,0,0,0,0,0,0,75,0,0,0,0,0,0,59,1
2,75,75,50,25,11,0,0,0,0,0,0,75,0,0,0,0,0,0,62,1
3,75,75,50,25,11,0,0,0,0,0,0,75,0,0,0,0,0,0,64,1
2,60,60,40,20,11,0,0,0,0,0,0,80,0,0,0,0,0,0,315,1
2,75,75,50,25,11,0,0,0,0,0,0,75,0,0,0,0,0,0,61,1
3,60,60,40,20,11,0,0,0,0,0,0,80,0,0,0,0,0,0,384,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,429,1
2,75,75,50,25,11,0,0,0,0,0,0,75,0,0,0,0,0,0,61,1
2,75,75,50,25,11,0,0,0,0,0,0,75,0,0,0,0,0,0,61,1
2,75,75,50,25,11,0,0,0,0,0,0,75,0,0,0,0,0,0,61,1
2,75,75,50,25,11,0,0,0,0,0,0,75,0,0,0,0,0,0,61,1
2,75,75,50,25,11,0,0,0,0,0,0,75,0,0,0,0,0,0,61,1
2,60,60,40,20,11,0,0,0,0,0,0,80,0,0,0,0,0,0,281,1
2,75,75,50,25,11,0,0,0,0,0,0,75,0,0,0,0,0,0,61,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,60,60,40,20,11,0,0,0,0,0,0,80,0,0,0,0,0,0,39,1
2,75,75,50,25,11,0,0,0,0,0,0,75,0,0,0,0,0,0,62,1
2,75,75,50,25,11,0,0,0,0,0,0,75,0,0,0,0,0,0,61,1
2,60,60,40,20,11,0,0,0,0,0,0,80,0,0,0,0,0,0,283,1
2,75,75,50,25,11,0,0,0,0,0,0,75,0,0,0,0,0,0,60,1
2,60,60,40,20,11,0,0,0,0,0,0,80,0,0,0,0,0,0,298,1
3,75,75,50,25,11,0,0,0,0,0,0,75,0,0,0,0,0,0,63,1
2,75,75,50,25,11,0,0,0,0,0,0,75,0,0,0,0,0,0,61,1
2,75,75,50,25,11,0,0,0,0,0,0,75,0,0,0,0,0,0,61,1
2,60,60,40,20,11,0,0,0,0,0,0,80,0,0,0,0,0,0,287,1
2,75,75,50,25,11,0,0,0,0,0,0,75,0,0,0,0,0,0,60,1
2,75,75,50,25,11,0,0,0,0,0,0,75,0,0,0,0,0,0,61,1
2,60,60,40,20,11,0,0,0,0,0,0,80,0,0,0,0,0,0,300,1
3,60,60,40,20,11,0,0,0,0,0,0,80,0,0,0,0,0,0,361,1
2,75,75,50,25,11,0,0,0,0,0,0,75,0,0,0,0,0,0,62,1
2,75,75,50,25,11,0,0,0,0,0,0,75,0,0,0,0,0,0,51,1
3,60,60,40,20,11,0,0,0,0,0,0,80,0,0,0,0,0,0,390,1
2,75,75,50,25,11,0,0,0,0,0,0,75,0,0,0,0,0,0,61,1
2,75,75,50,25,11,0,0,0,0,0,0,75,0,0,0,0,0,0,61,1
2,75,75,50,25,11,0,0,0,0,0,0,75,0,0,0,0,0,0,61,1
2,75,75,50,25,11,0,0,0,0,0,0,75,0,0,0,0,0,0,61,1
2,75,75,50,25,11,0,0,0,0,0,0,75,0,0,0,0,0,0,61,1
2,75,75,50,25,11,0,0,0,0,0,0,75,0,0,0,0,0,0,61,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,60,60,40,20,11,0,0,0,0,0,0,80,0,0,0,0,0,0,299,1
2,75,75,50,25,11,0,0,0,0,0,0,75,0,0,0,0,0,0,62,1
2,60,60,40,20,11,0,0,0,0,0,0,80,0,0,0,0,0,0,200,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,320,1
2,75,75,50,25,11,0,0,0,0,0,0,75,0,0,0,0,0,0,61,1
2,75,75,50,25,11,0,0,0,0,0,0,75,0,0,0,0,0,0,62,1
2,75,75,50,25,11,0,0,0,0,0,0,75,0,0,0,0,0,0,61,1
2,75,75,50,25,11,0,0,0,0,0,0,75,0,0,0,0,0,0,61,1
33,60,60,40,20,11,0,0,0,0,0,0,80,0,0,0,0,0,0,3148,1
2,60,60,40,20,11,0,0,0,0,0,0,80,0,0,0,0,0,0,297,1
2,75,75,50,25,11,0,0,0,0,0,0,75,0,0,0,0,0,0,61,1
2,75,75,50,25,11,0,0,0,0,0,0,75,0,0,0,0,0,0,55,1
2,60,60,40,20,11,0,0,0,0,0,0,80,0,0,0,0,0,0,305,1
2,75,75,50,25,11,0,0,0,0,0,0,75,0,0,0,0,0,0,62,1
2,75,75,50,25,11,0,0,0,0,0,0,75,0,0,0,0,0,0,59,1
2,60,60,40,20,11,0,0,0,0,0,0,80,0,0,0,0,0,0,316,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,60,60,40,20,11,0,0,0,0,0,0,80,0,0,0,0,0,0,298,1
2,75,75,50,25,11,0,0,0,0,0,0,75,0,0,0,0,0,0,61,1
2,75,75,50,25,11,0,0,0,0,0,0,75,0,0,0,0,0,0,62,1
2,75,75,50,25,11,0,0,0,0,0,0,75,0,0,0,0,0,0,61,1
2,75,75,50,25,11,0,0,0,0,0,0,75,0,0,0,0,0,0,61,1
2,75,75,50,25,11,0,0,0,0,0,0,75,0,0,0,0,0,0,62,1
2,75,75,50,25,11,0,0,0,0,0,0,75,0,0,0,0,0,0,62,1
2,75,75,50,25,11,0,0,0,0,0,0,75,0,0,0,0,0,0,62,1
2,75,75,50,25,11,0,0,0,0,0,0,75,0,0,0,0,0,0,61,1
2,75,75,50,25,11,0,0,0,0,0,0,75,0,0,0,0,0,0,61,1
2,75,75,50,25,11,0,0,0,0,0,0,75,0,0,0,0,0,0,61,1
2,60,60,40,20,11,0,0,0,0,0,0,80,0,0,0,0,0,0,298,1
2,75,75,50,25,11,0,0,0,0,0,0,75,0,0,0,0,0,0,61,1
2,75,75,50,25,11,0,0,0,0,0,0,75,0,0,0,0,0,0,62,1
2,60,60,40,20,11,0,0,0,0,0,0,80,0,0,0,0,0,0,294,1
2,75,75,50,25,11,0,0,0,0,0,0,75,0,0,0,0,0,0,61,1
2,60,60,40,20,11,0,0,0,0,0,0,80,0,0,0,0,0,0,285,1
2,75,75,50,25,11,0,0,0,0,0,0,75,0,0,0,0,0,0,61,1
2,75,75,50,25,11,0,0,0,0,0,0,75,0,0,0,0,0,0,61,1
2,60,60,40,20,11,0,0,0,0,0,0,80,0,0,0,0,0,0,290,1
2,60,60,40,20,11,0,0,0,0,0,0,80,0,0,0,0,0,0,292,1
2,75,75,50,25,11,0,0,0,0,0,0,75,0,0,0,0,0,0,61,1
2,60,60,40,20,11,0,0,0,0,0,0,80,0,0,0,0,0,0,314,1
2,60,60,40,20,11,0,0,0,0,0,0,80,0,0,0,0,0,0,296,1
2,75,75,50,25,11,0,0,0,0,0,0,75,0,0,0,0,0,0,61,1
3,60,60,40,20,11,0,0,0,0,0,0,80,0,0,0,0,0,0,325,1
3,60,60,40,20,11,0,0,0,0,0,0,80,0,0,0,0,0,0,390,1
2,75,75,50,25,11,0,0,0,0,0,0,75,0,0,0,0,0,0,61,1
2,60,60,40,20,11,0,0,0,0,0,0,80,0,0,0,0,0,0,323,1
2,75,75,50,25,11,0,0,0,0,0,0,75,0,0,0,0,0,0,55,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,73,1
2,75,75,50,25,11,0,0,0,0,0,0,75,0,0,0,0,0,0,61,1
2,60,60,40,20,11,0,0,0,0,0,0,80,0,0,0,0,0,0,298,1
2,60,60,40,20,11,0,0,0,0,0,0,80,0,0,0,0,0,0,293,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,60,60,40,20,11,0,0,0,0,0,0,80,0,0,0,0,0,0,293,1
2,60,60,40,20,11,0,0,0,0,0,0,80,0,0,0,0,0,0,321,1
3,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1
2,75,75,50,25,11,0,0,0,0,0,0,75,0,0,0,0,0,0,51,1
2,60,60,40,20,11,0,0,0,0,0,0,80,0,0,0,0,0,0,307,1
2,75,75,50,25,11,0,0,0,0,0,0,75,0,0,0,0,0,0,62,1
2,75,75,50,25,11,0,0,0,0,0,0,75,0,0,0,0,0,0,61,1
3,60,60,40,20,11,0,0,0,0,0,0,80,0,0,0,0,0,0,391,1
2,75,75,50,25,11,0,0,0,0,0,0,75,0,0,0,0,0,0,62,1
3,60,60,40,20,11,0,0,0,0,0,0,80,0,0,0,0,0,0,384,1
2,60,60,40,20,11,0,0,0,0,0,0,80,0,0,0,0,0,0,212,1
2,75,75,50,25,11,0,0,0,0,0,0,75,0,0,0,0,0,0,61,1
2,75,75,50,25,11,0,0,0,0,0,0,75,0,0,0,0,0,0,60,1
2,75,75,50,25,11,0,0,0,0,0,0,75,0,0,0,0,0,0,61,1
2,75,75,50,25,11,0,0,0,0,0,0,75,0,0,0,0,0,0,61,1
3,75,75,50,25,11,0,0,0,0,0,0,75,0,0,0,0,0,0,61,1
2,75,75,50,25,11,0,0,0,0,0,0,75,0,0,0,0,0,0,59,1
2,75,75,50,25,11,0,0,0,0,0,0,75,0,0,0,0,0,0,61,1
2,75,75,50,25,11,0,0,0,0,0,0,75,0,0,0,0,0,0,52,1
2,75,75,50,25,11,0,0,0,0,0,0,75,0,0,0,0,0,0,61,1
2,75,75,50,25,11,0,0,0,0,0,0,75,0,0,0,0,0,0,61,1
2,75,75,50,25,11,0,0,0,0,0,0,75,0,0,0,0,0,0,61,1
45,18,18,14,36,0,0,0,0,0,0,0,61,4,0,0,0,0,0,2152,1
32,23,23,5,37,1,5,0,0,0,1,0,9,8,9,0,0,30,0,18,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29,23,23,6,38,1,4,1,0,0,2,0,9,8,9,0,0,29,0,23,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,1
12,25,25,25,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,77,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,1
8,50,50,25,17,7,0,0,0,0,0,0,50,33,0,0,0,0,0,370,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,1
2,50,50,25,17,7,0,0,0,0,0,0,50,33,0,0,0,0,0,1054,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,1
15,4,4,1,11,5,1,0,0,0,0,0,86,3,0,0,0,0,0,139,1
8,50,50,29,29,6,0,0,0,0,0,0,43,29,0,0,0,0,0,6,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,1
4,100,100,100,50,7,0,0,0,0,0,0,50,0,0,0,0,0,0,22,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,1
9,68,68,32,27,4,5,0,0,0,0,0,27,23,0,0,0,0,18,248,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,1
11,62,62,29,19,8,0,0,0,0,0,0,52,29,0,0,0,0,0,49,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,16,16,9,8,4,1,2,0,0,2,0,35,51,1,0,0,0,0,22,1
95,82,82,2,28,10,6,0,0,0,0,0,1,0,0,0,0,0,66,119,1
14,20,20,2,25,9,14,47,9,0,0,0,4,1,0,0,0,0,0,76,1
6,18,18,9,8,4,1,2,0,0,2,0,36,51,1,0,0,0,0,87,1
6,16,16,9,8,4,1,2,0,0,2,0,35,51,1,0,0,0,0,83,1
7,18,18,9,8,4,1,2,0,0,2,0,36,51,1,0,0,0,0,78,1
6,18,18,10,8,4,1,2,0,0,2,0,36,50,1,0,0,0,0,97,1
6,17,17,9,8,4,1,2,0,0,2,0,36,50,1,0,0,0,0,91,1
7,16,16,9,8,4,1,2,0,0,2,0,35,51,1,0,0,0,0,17,1
6,18,18,9,8,4,1,2,0,0,2,0,36,51,1,0,0,0,0,89,1
6,17,17,9,8,4,1,2,0,0,2,0,36,50,1,0,0,0,0,19,1
7,17,17,9,8,4,1,2,0,0,2,0,35,52,1,0,0,0,0,24,1
6,18,18,9,8,4,1,2,0,0,2,0,36,51,1,0,0,0,0,94,1
7,17,17,9,8,4,1,2,0,0,2,0,35,52,1,0,0,0,0,85,1
7,17,17,9,8,4,1,2,0,0,2,0,35,52,1,0,0,0,0,19,1
8,17,17,9,8,4,1,2,0,0,2,0,36,51,1,0,0,0,0,83,1
6,18,18,9,8,4,1,2,0,0,2,0,36,51,1,0,0,0,0,86,1
6,17,17,9,8,4,1,2,0,0,2,0,36,50,1,0,0,0,0,86,1
7,17,17,9,8,4,1,2,0,0,2,0,36,50,1,0,0,0,0,65,1
7,18,18,9,8,4,1,2,0,0,2,0,36,51,1,0,0,0,0,78,1
16,15,15,8,11,4,0,0,0,0,2,0,36,51,1,0,0,0,0,300,1
14,50,50,42,17,5,0,0,0,0,8,0,75,0,0,0,0,0,0,16,1
7,17,17,9,8,4,1,2,0,0,2,0,35,52,1,0,0,0,0,84,1
7,17,17,9,8,4,1,2,0,0,2,0,35,52,1,0,0,0,0,24,1
6,18,18,9,8,4,1,2,0,0,2,0,36,51,1,0,0,0,0,89,1
9,17,17,9,8,4,1,2,0,0,2,0,35,52,1,0,0,0,0,16,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,514,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,608,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,605,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,542,1
6,18,18,9,8,4,1,2,0,0,2,0,36,51,1,0,0,0,0,81,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,605,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,573,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,644,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,608,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,685,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,573,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,644,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,644,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,573,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,644,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,573,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,516,1
12,25,25,25,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,73,1
12,25,25,25,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,75,1
12,25,25,25,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,74,1
12,25,25,25,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,73,1
12,25,25,25,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,73,1
12,25,25,25,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,73,1
12,25,25,25,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,73,1
12,25,25,25,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,77,1
12,25,25,25,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,74,1
12,25,25,25,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,72,1
12,25,25,25,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,77,1
12,25,25,25,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,74,1
12,25,25,25,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,75,1
12,25,25,25,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,74,1
12,25,25,25,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,75,1
12,25,25,25,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,76,1
12,25,25,25,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,76,1
12,25,25,25,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,74,1
12,25,25,25,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,73,1
12,25,25,25,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,74,1
12,25,25,25,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,74,1
12,25,25,25,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,77,1
12,25,25,25,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,73,1
12,25,25,25,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,74,1
12,25,25,25,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,74,1
12,25,25,25,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,73,1
8,56,56,44,22,11,0,0,0,0,0,0,78,0,0,0,0,0,0,571,1
12,25,25,25,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,73,1
12,25,25,25,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,73,1
8,33,33,33,0,5,0,0,0,0,0,0,100,0,0,0,0,0,0,132,1
12,25,25,25,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,76,1
